"subject","activity","operation","measurement","value"
"1533",16,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00476310557910256
"1534",16,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.00360803282352941
"1535",16,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.029312256293617
"1536",16,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",0.0380533591627451
"1537",17,"LAYING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.000143542544507042
"1538",17,"SITTING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0015544841534375
"1539",17,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00403599594166667
"1540",17,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.0243753334442623
"1541",17,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00939838078195652
"1542",17,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",0.00759533846458334
"1543",18,"LAYING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00121344813430769
"1544",18,"SITTING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.00278757042058246
"1545",18,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00181640480191781
"1546",18,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.010685091
"1547",18,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.01417699182
"1548",18,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",0.0093589662862069
"1549",19,"LAYING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.000988690855325301
"1550",19,"SITTING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.00173106800213699
"1551",19,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.00129216333878082
"1552",19,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0327528722288462
"1553",19,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00955202497435897
"1554",19,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",0.0316681980575
"1555",20,"LAYING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00309891846569118
"1556",20,"SITTING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.00160134859924242
"1557",20,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00613681937487671
"1558",20,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.00634457223529412
"1559",20,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00253482149777778
"1560",20,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.024542099304902
"1561",21,"LAYING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0139053438591111
"1562",21,"SITTING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.000175352166235294
"1563",21,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00332093673865168
"1564",21,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0101813421307692
"1565",21,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0125551085533333
"1566",21,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0360115472978723
"1567",22,"LAYING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00467438744166667
"1568",22,"SITTING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0126852481958065
"1569",22,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00626291653857143
"1570",22,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.00443691445434783
"1571",22,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",0.0112499015
"1572",22,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.033616970907381
"1573",23,"LAYING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00628235060277778
"1574",23,"SITTING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00148823351367647
"1575",23,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00529260911370588
"1576",23,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00190810641525424
"1577",23,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.000982717101851849
"1578",23,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",0.0159234167843137
"1579",24,"LAYING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00589225849902778
"1580",24,"SITTING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00113300171426471
"1581",24,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00358774904913043
"1582",24,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0116401387758621
"1583",24,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00846915857363636
"1584",24,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0132353651798305
"1585",25,"LAYING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0307179435315068
"1586",25,"SITTING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.00210760835861538
"1587",25,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00622808791433784
"1588",25,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00335098680675676
"1589",25,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0113348791672414
"1590",25,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0116906813498462
"1591",26,"LAYING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00614755098663158
"1592",26,"SITTING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00780237981320513
"1593",26,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00219497782824324
"1594",26,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00618305784355932
"1595",26,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.01189114264
"1596",26,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0117089275472727
"1597",27,"LAYING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.000685549292837838
"1598",27,"SITTING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00611285425957143
"1599",27,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00137950299425
"1600",27,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.020752327245614
"1601",27,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00985034750909091
"1602",27,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",0.0067467910745098
"1603",28,"LAYING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.006009719386425
"1604",28,"SITTING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.000257854017638888
"1605",28,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00267810077607595
"1606",28,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00762915201666667
"1607",28,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",0.00123950141304348
"1608",28,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",0.00749081657058823
"1609",29,"LAYING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.00241542784130435
"1610",29,"SITTING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.003167700952
"1611",29,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.000332894985246154
"1612",29,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.00941547304716981
"1613",29,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0140642983104167
"1614",29,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0290713871612245
"1615",30,"LAYING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.000374189681428571
"1616",30,"SITTING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00278161828080645
"1617",30,"STANDING","Mean","timeDependentBodyAccelerometerJerkZaxis",0.00190841458130508
"1618",30,"WALKING","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.00739534236
"1619",30,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",-0.0118301423032258
"1620",30,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerJerkZaxis",0.0161506198923077
"1621",1,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.016553093978
"1622",1,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.045350056512766
"1623",1,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0239877347979245
"1624",1,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.041830963526
"1625",1,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0350781902989796
"1626",1,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.050549379754717
"1627",2,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.01847660675
"1628",2,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0454706620434783
"1629",2,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0238623875712963
"1630",2,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0530258157347458
"1631",2,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.11594735287234
"1632",2,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0576912634583333
"1633",3,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0208170540330645
"1634",3,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0385365204807692
"1635",3,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0246626070770492
"1636",3,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0256405192517241
"1637",3,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.13157327645102
"1638",3,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.0721980309322034
"1639",4,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.00923156347222222
"1640",4,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.04944351156
"1641",4,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0306449342357143
"1642",4,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0317982557795
"1643",4,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.102838822533333
"1644",4,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.0393825198942308
"1645",5,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0218935013501923
"1646",5,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0422355209795455
"1647",5,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0322711902673214
"1648",5,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0488919896632143
"1649",5,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.068294569906383
"1650",5,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.0395191121489362
"1651",6,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0079605026754386
"1652",6,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0372442282830909
"1653",6,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.028251913022807
"1654",6,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.025509618645614
"1655",6,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0960837437708333
"1656",6,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0767406825588235
"1657",7,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.00282641913096154
"1658",7,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.04963797197125
"1659",7,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0291582212545283
"1660",7,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",0.00228835208526316
"1661",7,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.105409612961702
"1662",7,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.138778108029412
"1663",8,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",0.00535361206851852
"1664",8,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0547396987173913
"1665",8,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0219671978203704
"1666",8,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",0.0235088228254167
"1667",8,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.121189625973684
"1668",8,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.19270447595122
"1669",9,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.013632036148
"1670",9,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.042328876778
"1671",9,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.029183136346
"1672",9,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0808360598653846
"1673",9,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0916383011071429
"1674",9,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.16396719
"1675",10,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.019555937162069
"1676",10,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0432432176851852
"1677",10,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0281854325604545
"1678",10,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",0.0106894976215094
"1679",10,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.124839594289474
"1680",10,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.0733447168425532
"1681",11,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0191743840136842
"1682",11,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0399984915849057
"1683",11,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0293141521489362
"1684",11,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0426928995457627
"1685",11,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.12506869905
"1686",11,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0820909701727778
"1687",12,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0146546807316667
"1688",12,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0424159182941176
"1689",12,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0300030427426229
"1690",12,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.1045136708758
"1691",12,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.112531564434783
"1692",12,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0931234101769231
"1693",13,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.00973609968045161
"1694",13,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0355124856836735
"1695",13,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0295492164431579
"1696",13,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0174207634701754
"1697",13,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.122672201757447
"1698",13,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.13829376226
"1699",14,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",0.00505221181607843
"1700",14,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0440403326851852
"1701",14,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0220886526891667
"1702",14,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.00347655062271186
"1703",14,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0147079653333333
"1704",14,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.0813841685037037
"1705",15,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0168300887791667
"1706",15,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0377111130338983
"1707",15,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0262433562254717
"1708",15,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0554883847662963
"1709",15,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.136618653071429
"1710",15,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.0903340029875
"1711",16,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0161545406857143
"1712",16,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0412014042275362
"1713",16,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0299337294166667
"1714",16,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0151721912792157
"1715",16,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0225373369978723
"1716",16,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.0718408878078431
"1717",17,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0234756467113239
"1718",17,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.042549159015625
"1719",17,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0269576937130769
"1720",17,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.00922265519180328
"1721",17,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.0677728390673913
"1722",17,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0304250571395833
"1723",18,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.02517618068
"1724",18,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0333057034385965
"1725",18,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0265873248835616
"1726",18,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0399399716026786
"1727",18,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0576548655654545
"1728",18,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0470683915017241
"1729",19,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0312072730559566
"1730",19,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0214151280054795
"1731",19,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.025090574020274
"1732",19,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0274970979894231
"1733",19,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.205775427307692
"1734",19,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.0388537087875
"1735",20,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0231760616308824
"1736",20,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.036405928969697
"1737",20,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0241335049573973
"1738",20,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0234104225980392
"1739",20,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.111367747557778
"1740",20,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.0659193258862745
"1741",21,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0305126188777778
"1742",21,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0198712820612471
"1743",21,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0191731896359551
"1744",21,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0459323393842308
"1745",21,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.126388023595556
"1746",21,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.062608688893617
"1747",22,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0208311371125
"1748",22,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0360430675032258
"1749",22,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0275201762126984
"1750",22,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",0.0007771571
"1751",22,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0779611213138889
"1752",22,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.13497880785381
"1753",23,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0113399724663889
"1754",23,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0472583464367647
"1755",23,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0327397745133823
"1756",23,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0631156870355932
"1757",23,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0578230190203704
"1758",23,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.0957940245941176
"1759",24,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0143679929444444
"1760",24,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0356229619955882
"1761",24,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0278611511434783
"1762",24,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0545126870724138
"1763",24,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0867069010690909
"1764",24,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.0883163772152542
"1765",25,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",0.00372723459589041
"1766",25,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0352052091230769
"1767",25,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0247946750959459
"1768",25,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0156305378067568
"1769",25,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.00299112856551724
"1770",25,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.0556121923307692
"1771",26,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0170656239526316
"1772",26,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0370217449628205
"1773",26,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0245345837959459
"1774",26,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.00334085938813559
"1775",26,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.010752208236
"1776",26,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0247950825654545
"1777",27,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0195427328781081
"1778",27,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0371830822285714
"1779",27,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.026731653905
"1780",27,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.08558835714
"1781",27,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.159826551905227
"1782",27,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0940344886803922
"1783",28,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.017367705735
"1784",28,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0339018030166667
"1785",28,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0253281543540506
"1786",28,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.105896207861111
"1787",28,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.141096309502174
"1788",28,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.129362970764706
"1789",29,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0258281004782609
"1790",29,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0379271112333333
"1791",29,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.0276075573307692
"1792",29,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.00795668167188679
"1793",29,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0374126070957292
"1794",29,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",0.0931989463020408
"1795",30,"LAYING","Mean","timeDependentBodyGyroscopeXaxis",-0.0267812218571429
"1796",30,"SITTING","Mean","timeDependentBodyGyroscopeXaxis",-0.0358426482048387
"1797",30,"STANDING","Mean","timeDependentBodyGyroscopeXaxis",-0.027613853538983
"1798",30,"WALKING","Mean","timeDependentBodyGyroscopeXaxis",-0.0459505355861538
"1799",30,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.0745591301759677
"1800",30,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeXaxis",-0.00355974576923077
"1801",1,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.064486124088
"1802",1,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0919241549361702
"1803",1,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0593972209811321
"1804",1,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0695300462115789
"1805",1,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0909371290204082
"1806",1,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.166170015088679
"1807",2,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.111800824583333
"1808",2,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0599286797043478
"1809",2,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0820396577592593
"1810",2,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0482382316949153
"1811",2,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.00482329231914894
"1812",2,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0320883097395833
"1813",3,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0718507159435484
"1814",3,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.07524100275
"1815",3,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0585101918262295
"1816",3,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0779150937413793
"1817",3,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0139358043959184
"1818",3,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.139275405637288
